Date,Account,Detail,Company Group,Company,Value,Multiple,raw_value,signed,shf_detail
1905-12-31,Assets,Investments,,,24,1000000,24000000,24000000,Investments
1905-12-31,Assets,Liquid Assets,,,29.22,1000000,29220000,29220000,Liquid Assets
1905-12-31,Assets,Property,,,4.41,1000000,4410000,4410000,Property
1906-12-31,Liabilities,Deposits,,,105.23,1000000,105230000,-105230000,Deposits
1906-12-31,Liabilities,Notes,,,7.76,1000000,7760000,-7760000,Notes
1906-12-31,Liabilities,Other liabilities,,,6.3,1000000,6300000,-6300000,Other liabilities
1906-12-31,Equity,Capital,,,9.3,1000000,9300000,-9300000,Capital
1906-12-31,Equity,Reserve,,,9.14,1000000,9140000,-9140000,Capital
1906-12-31,Assets,Advances,,,77.14,1000000,77140000,77140000,Advances
1906-12-31,Assets,Investments,,,24.29,1000000,24290000,24290000,Investments
1906-12-31,Assets,Liquid Assets,,,31.87,1000000,31870000,31870000,Liquid Assets
1906-12-31,Assets,Property,,,4.43,1000000,4430000,4430000,Property
1907-12-31,Liabilities,Deposits,,,108.59,1000000,108590000,-108590000,Deposits
1907-12-31,Liabilities,Notes,,,7.41,1000000,7410000,-7410000,Notes
1907-12-31,Liabilities,Other liabilities,,,6.69,1000000,6690000,-6690000,Other liabilities
1907-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1907-12-31,Equity,Reserve,,,8.98,1000000,8980000,-8980000,Capital
1907-12-31,Assets,Advances,,,78.98,1000000,78980000,78980000,Advances
1907-12-31,Assets,Investments,,,24.8,1000000,24800000,24800000,Investments
1907-12-31,Assets,Liquid Assets,,,32.64,1000000,32640000,32640000,Liquid Assets
1907-12-31,Assets,Property,,,4.48,1000000,4480000,4480000,Property
1908-12-31,Liabilities,Deposits,,,105.66,1000000,105660000,-105660000,Deposits
1908-12-31,Liabilities,Notes,,,7.16,1000000,7160000,-7160000,Notes
1908-12-31,Liabilities,Other liabilities,,,6.16,1000000,6160000,-6160000,Other liabilities
1908-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1908-12-31,Equity,Reserve,,,9.2,1000000,9200000,-9200000,Capital
1908-12-31,Assets,Advances,,,75.07,1000000,75070000,75070000,Advances
1908-12-31,Assets,Investments,,,26.63,1000000,26630000,26630000,Investments
1908-12-31,Assets,Liquid Assets,,,31.09,1000000,31090000,31090000,Liquid Assets
1908-12-31,Assets,Property,,,4.62,1000000,4620000,4620000,Property
1909-12-31,Liabilities,Deposits,,,106.56,1000000,106560000,-106560000,Deposits
1909-12-31,Liabilities,Notes,,,7.19,1000000,7190000,-7190000,Notes
1909-12-31,Liabilities,Other liabilities,,,6.63,1000000,6630000,-6630000,Other liabilities
1909-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1909-12-31,Equity,Reserve,,,9.44,1000000,9440000,-9440000,Capital
1909-12-31,Assets,Advances,,,75.68,1000000,75680000,75680000,Advances
1909-12-31,Assets,Investments,,,27,1000000,27000000,27000000,Investments
1909-12-31,Assets,Liquid Assets,,,31.75,1000000,31750000,31750000,Liquid Assets
1909-12-31,Assets,Property,,,4.62,1000000,4620000,4620000,Property
1910-12-31,Liabilities,Deposits,,,106.48,1000000,106480000,-106480000,Deposits
1910-12-31,Liabilities,Notes,,,7.13,1000000,7130000,-7130000,Notes
1910-12-31,Liabilities,Other liabilities,,,5.32,1000000,5320000,-5320000,Other liabilities
1910-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1910-12-31,Equity,Reserve,,,9.5,1000000,9500000,-9500000,Capital
1910-12-31,Assets,Advances,,,75.79,1000000,75790000,75790000,Advances
1910-12-31,Assets,Investments,,,26.16,1000000,26160000,26160000,Investments
1910-12-31,Assets,Liquid Assets,,,31.08,1000000,31080000,31080000,Liquid Assets
1910-12-31,Assets,Property,,,4.63,1000000,4630000,4630000,Property
1911-12-31,Liabilities,Deposits,,,112.07,1000000,112070000,-112070000,Deposits
1911-12-31,Liabilities,Notes,,,7.33,1000000,7330000,-7330000,Notes
1911-12-31,Liabilities,Other liabilities,,,6.62,1000000,6620000,-6620000,Other liabilities
1911-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1911-12-31,Equity,Reserve,,,9.64,1000000,9640000,-9640000,Capital
1911-12-31,Assets,Advances,,,77.55,1000000,77550000,77550000,Advances
1911-12-31,Assets,Investments,,,26.03,1000000,26030000,26030000,Investments
1911-12-31,Assets,Liquid Assets,,,36.71,1000000,36710000,36710000,Liquid Assets
1911-12-31,Assets,Property,,,4.6,1000000,4600000,4600000,Property
1912-12-31,Liabilities,Deposits,,,118.64,1000000,118640000,-118640000,Deposits
1912-12-31,Liabilities,Notes,,,7.65,1000000,7650000,-7650000,Notes
1912-12-31,Liabilities,Other liabilities,,,8.04,1000000,8040000,-8040000,Other liabilities
1912-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1912-12-31,Equity,Reserve,,,9.49,1000000,9490000,-9490000,Capital
1912-12-31,Assets,Advances,,,79.27,1000000,79270000,79270000,Advances
1912-12-31,Assets,Investments,,,27.47,1000000,27470000,27470000,Investments
1912-12-31,Assets,Liquid Assets,,,41.71,1000000,41710000,41710000,Liquid Assets
1912-12-31,Assets,Property,,,4.6,1000000,4600000,4600000,Property
1913-12-31,Liabilities,Deposits,,,125.71,1000000,125710000,-125710000,Deposits
1913-12-31,Liabilities,Notes,,,7.74,1000000,7740000,-7740000,Notes
1913-12-31,Liabilities,Other liabilities,,,7.61,1000000,7610000,-7610000,Other liabilities
1913-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1913-12-31,Equity,Reserve,,,9.33,1000000,9330000,-9330000,Capital
1913-12-31,Assets,Advances,,,84.25,1000000,84250000,84250000,Advances
1913-12-31,Assets,Investments,,,29.47,1000000,29470000,29470000,Investments
1913-12-31,Assets,Liquid Assets,,,41.33,1000000,41330000,41330000,Liquid Assets
1913-12-31,Assets,Property,,,4.57,1000000,4570000,4570000,Property
1914-12-31,Liabilities,Deposits,,,132.5,1000000,132500000,-132500000,Deposits
1914-12-31,Liabilities,Notes,,,9.5,1000000,9500000,-9500000,Notes
1914-12-31,Liabilities,Other liabilities,,,7.81,1000000,7810000,-7810000,Other liabilities
1914-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1914-12-31,Equity,Reserve,,,8.8,1000000,8800000,-8800000,Capital
1914-12-31,Assets,Advances,,,86.8,1000000,86800000,86800000,Advances
1914-12-31,Assets,Investments,,,36.19,1000000,36190000,36190000,Investments
1914-12-31,Assets,Liquid Assets,,,40.28,1000000,40280000,40280000,Liquid Assets
1914-12-31,Assets,Property,,,4.57,1000000,4570000,4570000,Property
1915-12-31,Liabilities,Deposits,,,140.41,1000000,140410000,-140410000,Deposits
1915-12-31,Liabilities,Notes,,,12.55,1000000,12550000,-12550000,Notes
1915-12-31,Liabilities,Other liabilities,,,6.53,1000000,6530000,-6530000,Other liabilities
1915-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1915-12-31,Equity,Reserve,,,8.1,1000000,8100000,-8100000,Capital
1915-12-31,Assets,Advances,,,68.29,1000000,68290000,68290000,Advances
1915-12-31,Assets,Investments,,,60.85,1000000,60850000,60850000,Investments
1915-12-31,Assets,Liquid Assets,,,43.04,1000000,43040000,43040000,Liquid Assets
1915-12-31,Assets,Property,,,4.64,1000000,4640000,4640000,Property
1916-12-31,Liabilities,Deposits,,,166.48,1000000,166480000,-166480000,Deposits
1916-12-31,Liabilities,Notes,,,15.46,1000000,15460000,-15460000,Notes
1916-12-31,Liabilities,Other liabilities,,,8.52,1000000,8520000,-8520000,Other liabilities
1916-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1916-12-31,Equity,Reserve,,,7.54,1000000,7540000,-7540000,Capital
1916-12-31,Assets,Advances,,,80.85,1000000,80850000,80850000,Advances
1916-12-31,Assets,Investments,,,73.14,1000000,73140000,73140000,Investments
1916-12-31,Assets,Liquid Assets,,,48.64,1000000,48640000,48640000,Liquid Assets
1916-12-31,Assets,Property,,,4.6,1000000,4600000,4600000,Property
1917-12-31,Liabilities,Deposits,,,196.54,1000000,196540000,-196540000,Deposits
1917-12-31,Liabilities,Notes,,,19.02,1000000,19020000,-19020000,Notes
1917-12-31,Liabilities,Other liabilities,,,7.69,1000000,7690000,-7690000,Other liabilities
1917-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1917-12-31,Equity,Reserve,,,8.07,1000000,8070000,-8070000,Capital
1917-12-31,Assets,Advances,,,91.61,1000000,91610000,91610000,Advances
1917-12-31,Assets,Investments,,,90,1000000,90000000,90000000,Investments
1917-12-31,Assets,Liquid Assets,,,54.42,1000000,54420000,54420000,Liquid Assets
1917-12-31,Assets,Property,,,4.52,1000000,4520000,4520000,Property
1918-12-31,Liabilities,Deposits,,,222.05,1000000,222050000,-222050000,Deposits
1918-12-31,Liabilities,Notes,,,25.14,1000000,25140000,-25140000,Notes
1918-12-31,Liabilities,Other liabilities,,,8.61,1000000,8610000,-8610000,Other liabilities
1918-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1918-12-31,Equity,Reserve,,,8.63,1000000,8630000,-8630000,Capital
1918-12-31,Assets,Advances,,,90.41,1000000,90410000,90410000,Advances
1918-12-31,Assets,Investments,,,113.55,1000000,113550000,113550000,Investments
1918-12-31,Assets,Liquid Assets,,,65.22,1000000,65220000,65220000,Liquid Assets
1918-12-31,Assets,Property,,,4.48,1000000,4480000,4480000,Property
1919-12-31,Liabilities,Deposits,,,259.61,1000000,259610000,-259610000,Deposits
1919-12-31,Liabilities,Notes,,,28.03,1000000,28030000,-28030000,Notes
1919-12-31,Liabilities,Other liabilities,,,12.72,1000000,12720000,-12720000,Other liabilities
1919-12-31,Equity,Capital,,,9.23,1000000,9230000,-9230000,Capital
1919-12-31,Equity,Reserve,,,9.16,1000000,9160000,-9160000,Capital
1919-12-31,Assets,Advances,,,121.28,1000000,121280000,121280000,Advances
1919-12-31,Assets,Investments,,,118.81,1000000,118810000,118810000,Investments
1919-12-31,Assets,Liquid Assets,,,74.25,1000000,74250000,74250000,Liquid Assets
1919-12-31,Assets,Property,,,4.41,1000000,4410000,4410000,Property
1920-12-31,Liabilities,Deposits,,,279.23,1000000,279230000,-279230000,Deposits
1920-12-31,Liabilities,Notes,,,29.36,1000000,29360000,-29360000,Notes
1920-12-31,Liabilities,Other liabilities,,,11.37,1000000,11370000,-11370000,Other liabilities
1920-12-31,Equity,Capital,,,10.08,1000000,10080000,-10080000,Capital
1920-12-31,Equity,Reserve,,,9.13,1000000,9130000,-9130000,Capital
1920-12-31,Assets,Advances,,,145.21,1000000,145210000,145210000,Advances
1920-12-31,Assets,Investments,,,113.08,1000000,113080000,113080000,Investments
1920-12-31,Assets,Liquid Assets,,,76.38,1000000,76380000,76380000,Liquid Assets
1920-12-31,Assets,Property,,,4.5,1000000,4500000,4500000,Property
1921-12-31,Liabilities,Deposits,,,291.06,1000000,291060000,-291060000,Deposits
1921-12-31,Liabilities,Notes,,,25.19,1000000,25190000,-25190000,Notes
1921-12-31,Liabilities,Other liabilities,,,8.81,1000000,8810000,-8810000,Other liabilities
1921-12-31,Equity,Capital,,,10.08,1000000,10080000,-10080000,Capital
1921-12-31,Equity,Reserve,,,9.83,1000000,9830000,-9830000,Capital
1921-12-31,Assets,Advances,,,132.7,1000000,132700000,132700000,Advances
1921-12-31,Assets,Investments,,,136.55,1000000,136550000,136550000,Investments
1921-12-31,Assets,Liquid Assets,,,71.23,1000000,71230000,71230000,Liquid Assets
1921-12-31,Assets,Property,,,4.49,1000000,4490000,4490000,Property
1922-12-31,Liabilities,Deposits,,,267.79,1000000,267790000,-267790000,Deposits
1922-12-31,Liabilities,Notes,,,23.32,1000000,23320000,-23320000,Notes
1922-12-31,Liabilities,Other liabilities,,,9.45,1000000,9450000,-9450000,Other liabilities
1922-12-31,Equity,Capital,,,10.08,1000000,10080000,-10080000,Capital
1922-12-31,Equity,Reserve,,,11.15,1000000,11150000,-11150000,Capital
1922-12-31,Assets,Advances,,,112.17,1000000,112170000,112170000,Advances
1922-12-31,Assets,Investments,,,141.2,1000000,141200000,141200000,Investments
1922-12-31,Assets,Liquid Assets,,,63.83,1000000,63830000,63830000,Liquid Assets
1922-12-31,Assets,Property,,,4.59,1000000,4590000,4590000,Property
1923-12-31,Liabilities,Deposits,,,247.23,1000000,247230000,-247230000,Deposits
1923-12-31,Liabilities,Notes,,,22.11,1000000,22110000,-22110000,Notes
1923-12-31,Liabilities,Other liabilities,,,7.98,1000000,7980000,-7980000,Other liabilities
1923-12-31,Equity,Capital,,,10.08,1000000,10080000,-10080000,Capital
1923-12-31,Equity,Reserve,,,11.97,1000000,11970000,-11970000,Capital
1923-12-31,Assets,Advances,,,111.6,1000000,111600000,111600000,Advances
1923-12-31,Assets,Investments,,,119.13,1000000,119130000,119130000,Investments
1923-12-31,Assets,Liquid Assets,,,64.03,1000000,64030000,64030000,Liquid Assets
1923-12-31,Assets,Property,,,4.61,1000000,4610000,4610000,Property
1924-12-31,Liabilities,Deposits,,,242.57,1000000,242570000,-242570000,Deposits
1924-12-31,Liabilities,Notes,,,22.18,1000000,22180000,-22180000,Notes
1924-12-31,Liabilities,Other liabilities,,,9.63,1000000,9630000,-9630000,Other liabilities
1924-12-31,Equity,Capital,,,11.08,1000000,11080000,-11080000,Capital
1924-12-31,Equity,Reserve,,,13.22,1000000,13220000,-13220000,Capital
1924-12-31,Assets,Advances,,,120,1000000,120000000,120000000,Advances
1924-12-31,Assets,Investments,,,112.44,1000000,112440000,112440000,Investments
1924-12-31,Assets,Liquid Assets,,,61.33,1000000,61330000,61330000,Liquid Assets
1924-12-31,Assets,Property,,,4.91,1000000,4910000,4910000,Property
1925-12-31,Liabilities,Deposits,,,240.94,1000000,240940000,-240940000,Deposits
1925-12-31,Liabilities,Notes,,,21.67,1000000,21670000,-21670000,Notes
1925-12-31,Liabilities,Other liabilities,,,9.68,1000000,9680000,-9680000,Other liabilities
1925-12-31,Equity,Capital,,,11.41,1000000,11410000,-11410000,Capital
1925-12-31,Equity,Reserve,,,14.13,1000000,14130000,-14130000,Capital
1925-12-31,Assets,Advances,,,129.33,1000000,129330000,129330000,Advances
1925-12-31,Assets,Investments,,,103.23,1000000,103230000,103230000,Investments
1925-12-31,Assets,Liquid Assets,,,60.34,1000000,60340000,60340000,Liquid Assets
1925-12-31,Assets,Property,,,4.93,1000000,4930000,4930000,Property
1926-12-31,Liabilities,Deposits,,,238.82,1000000,238820000,-238820000,Deposits
1926-12-31,Liabilities,Notes,,,20.71,1000000,20710000,-20710000,Notes
1926-12-31,Liabilities,Other liabilities,,,7.86,1000000,7860000,-7860000,Other liabilities
1926-12-31,Equity,Capital,,,11.41,1000000,11410000,-11410000,Capital
1926-12-31,Equity,Reserve,,,14.87,1000000,14870000,-14870000,Capital
1926-12-31,Assets,Advances,,,131.21,1000000,131210000,131210000,Advances
1926-12-31,Assets,Investments,,,97.88,1000000,97880000,97880000,Investments
1926-12-31,Assets,Liquid Assets,,,59.59,1000000,59590000,59590000,Liquid Assets
1926-12-31,Assets,Property,,,4.99,1000000,4990000,4990000,Property
1927-12-31,Liabilities,Deposits,,,241.97,1000000,241970000,-241970000,Deposits
1927-12-31,Liabilities,Notes,,,21.16,1000000,21160000,-21160000,Notes
1927-12-31,Liabilities,Other liabilities,,,8.27,1000000,8270000,-8270000,Other liabilities
1927-12-31,Equity,Capital,,,11.41,1000000,11410000,-11410000,Capital
1927-12-31,Equity,Reserve,,,15.62,1000000,15620000,-15620000,Capital
1927-12-31,Assets,Advances,,,138.06,1000000,138060000,138060000,Advances
1927-12-31,Assets,Investments,,,94.25,1000000,94250000,94250000,Investments
1927-12-31,Assets,Liquid Assets,,,61.22,1000000,61220000,61220000,Liquid Assets
1927-12-31,Assets,Property,,,4.9,1000000,4900000,4900000,Property
1928-12-31,Liabilities,Deposits,,,248.8,1000000,248800000,-248800000,Deposits
1928-12-31,Liabilities,Notes,,,21.05,1000000,21050000,-21050000,Notes
1928-12-31,Liabilities,Other liabilities,,,10.55,1000000,10550000,-10550000,Other liabilities
1928-12-31,Equity,Capital,,,11.49,1000000,11490000,-11490000,Capital
1928-12-31,Equity,Reserve,,,16.2,1000000,16200000,-16200000,Capital
1928-12-31,Assets,Advances,,,151.04,1000000,151040000,151040000,Advances
1928-12-31,Assets,Investments,,,88.98,1000000,88980000,88980000,Investments
1928-12-31,Assets,Liquid Assets,,,63.32,1000000,63320000,63320000,Liquid Assets
1928-12-31,Assets,Property,,,4.75,1000000,4750000,4750000,Property
1929-12-31,Liabilities,Deposits,,,250.85,1000000,250850000,-250850000,Deposits
1929-12-31,Liabilities,Notes,,,21.36,1000000,21360000,-21360000,Notes
1929-12-31,Liabilities,Other liabilities,,,9.48,1000000,9480000,-9480000,Other liabilities
1929-12-31,Equity,Capital,,,12.04,1000000,12040000,-12040000,Capital
1929-12-31,Equity,Reserve,,,17.62,1000000,17620000,-17620000,Capital
1929-12-31,Assets,Advances,,,155.17,1000000,155170000,155170000,Advances
1929-12-31,Assets,Investments,,,89.08,1000000,89080000,89080000,Investments
1929-12-31,Assets,Liquid Assets,,,62.31,1000000,62310000,62310000,Liquid Assets
1929-12-31,Assets,Property,,,4.79,1000000,4790000,4790000,Property
1930-12-31,Liabilities,Deposits,,,256.08,1000000,256080000,-256080000,Deposits
1930-12-31,Liabilities,Notes,,,21.4,1000000,21400000,-21400000,Notes
1930-12-31,Liabilities,Other liabilities,,,7.88,1000000,7880000,-7880000,Other liabilities
1930-12-31,Equity,Capital,,,13.1,1000000,13100000,-13100000,Capital
1930-12-31,Equity,Reserve,,,19.02,1000000,19020000,-19020000,Capital
1930-12-31,Assets,Advances,,,142.62,1000000,142620000,142620000,Advances
1930-12-31,Assets,Investments,,,106.38,1000000,106380000,106380000,Investments
1930-12-31,Assets,Liquid Assets,,,63.8,1000000,63800000,63800000,Liquid Assets
1930-12-31,Assets,Property,,,4.68,1000000,4680000,4680000,Property
1931-12-31,Liabilities,Deposits,,,243.57,1000000,243570000,-243570000,Deposits
1931-12-31,Liabilities,Notes,,,21.38,1000000,21380000,-21380000,Notes
1931-12-31,Liabilities,Other liabilities,,,6.91,1000000,6910000,-6910000,Other liabilities
1931-12-31,Equity,Capital,,,13.52,1000000,13520000,-13520000,Capital
1931-12-31,Equity,Reserve,,,19.07,1000000,19070000,-19070000,Capital
1931-12-31,Assets,Advances,,,130.67,1000000,130670000,130670000,Advances
1931-12-31,Assets,Investments,,,108.62,1000000,108620000,108620000,Investments
1931-12-31,Assets,Liquid Assets,,,60.43,1000000,60430000,60430000,Liquid Assets
1931-12-31,Assets,Property,,,4.73,1000000,4730000,4730000,Property
1932-12-31,Liabilities,Deposits,,,276.46,1000000,276460000,-276460000,Deposits
1932-12-31,Liabilities,Notes,,,21.02,1000000,21020000,-21020000,Notes
1932-12-31,Liabilities,Other liabilities,,,7.43,1000000,7430000,-7430000,Other liabilities
1932-12-31,Equity,Capital,,,13.52,1000000,13520000,-13520000,Capital
1932-12-31,Equity,Reserve,,,19.17,1000000,19170000,-19170000,Capital
1932-12-31,Assets,Advances,,,117.79,1000000,117790000,117790000,Advances
1932-12-31,Assets,Investments,,,147.04,1000000,147040000,147040000,Investments
1932-12-31,Assets,Liquid Assets,,,68.05,1000000,68050000,68050000,Liquid Assets
1932-12-31,Assets,Property,,,4.72,1000000,4720000,4720000,Property
1933-12-31,Liabilities,Deposits,,,281.68,1000000,281680000,-281680000,Deposits
1933-12-31,Liabilities,Notes,,,21.18,1000000,21180000,-21180000,Notes
1933-12-31,Liabilities,Other liabilities,,,7.85,1000000,7850000,-7850000,Other liabilities
1933-12-31,Equity,Capital,,,13.52,1000000,13520000,-13520000,Capital
1933-12-31,Equity,Reserve,,,19.35,1000000,19350000,-19350000,Capital
1933-12-31,Assets,Advances,,,110.61,1000000,110610000,110610000,Advances
1933-12-31,Assets,Investments,,,161.62,1000000,161620000,161620000,Investments
1933-12-31,Assets,Liquid Assets,,,66.6,1000000,66600000,66600000,Liquid Assets
1933-12-31,Assets,Property,,,4.75,1000000,4750000,4750000,Property
1934-12-31,Liabilities,Deposits,,,286.69,1000000,286690000,-286690000,Deposits
1934-12-31,Liabilities,Notes,,,21.37,1000000,21370000,-21370000,Notes
1934-12-31,Liabilities,Other liabilities,,,11.55,1000000,11550000,-11550000,Other liabilities
1934-12-31,Equity,Capital,,,13.52,1000000,13520000,-13520000,Capital
1934-12-31,Equity,Reserve,,,19.48,1000000,19480000,-19480000,Capital
1934-12-31,Assets,Advances,,,113.2,1000000,113200000,113200000,Advances
1934-12-31,Assets,Investments,,,164.17,1000000,164170000,164170000,Investments
1934-12-31,Assets,Liquid Assets,,,70.5,1000000,70500000,70500000,Liquid Assets
1934-12-31,Assets,Property,,,4.74,1000000,4740000,4740000,Property
1935-12-31,Liabilities,Deposits,,,308.5,1000000,308500000,-308500000,Deposits
1935-12-31,Liabilities,Notes,,,21.89,1000000,21890000,-21890000,Notes
1935-12-31,Liabilities,Other liabilities,,,15.25,1000000,15250000,-15250000,Other liabilities
1935-12-31,Equity,Capital,,,13.52,1000000,13520000,-13520000,Capital
1935-12-31,Equity,Reserve,,,19.87,1000000,19870000,-19870000,Capital
1935-12-31,Assets,Advances,,,115.88,1000000,115880000,115880000,Advances
1935-12-31,Assets,Investments,,,182.59,1000000,182590000,182590000,Investments
1935-12-31,Assets,Liquid Assets,,,75.86,1000000,75860000,75860000,Liquid Assets
1935-12-31,Assets,Property,,,4.7,1000000,4700000,4700000,Property
1936-12-31,Liabilities,Deposits,,,317.31,1000000,317310000,-317310000,Deposits
1936-12-31,Liabilities,Notes,,,23.11,1000000,23110000,-23110000,Notes
1936-12-31,Liabilities,Other liabilities,,,18.01,1000000,18010000,-18010000,Other liabilities
1936-12-31,Equity,Capital,,,13.52,1000000,13520000,-13520000,Capital
1936-12-31,Equity,Reserve,,,20.21,1000000,20210000,-20210000,Capital
1936-12-31,Assets,Advances,,,117.55,1000000,117550000,117550000,Advances
1936-12-31,Assets,Investments,,,190.89,1000000,190890000,190890000,Investments
1936-12-31,Assets,Liquid Assets,,,79.04,1000000,79040000,79040000,Liquid Assets
1936-12-31,Assets,Property,,,4.68,1000000,4680000,4680000,Property
1937-12-31,Liabilities,Deposits,,,330.45,1000000,330450000,-330450000,Deposits
1937-12-31,Liabilities,Notes,,,23.53,1000000,23530000,-23530000,Notes
1937-12-31,Liabilities,Other liabilities,,,18.25,1000000,18250000,-18250000,Other liabilities
1937-12-31,Equity,Capital,,,14.42,1000000,14420000,-14420000,Capital
1937-12-31,Equity,Reserve,,,20.23,1000000,20230000,-20230000,Capital
1937-12-31,Assets,Advances,,,129.16,1000000,129160000,129160000,Advances
1937-12-31,Assets,Investments,,,189.72,1000000,189720000,189720000,Investments
1937-12-31,Assets,Liquid Assets,,,83.3,1000000,83300000,83300000,Liquid Assets
1937-12-31,Assets,Property,,,4.7,1000000,4700000,4700000,Property
1938-12-31,Liabilities,Deposits,,,325.75,1000000,325750000,-325750000,Deposits
1938-12-31,Liabilities,Notes,,,23.31,1000000,23310000,-23310000,Notes
1938-12-31,Liabilities,Other liabilities,,,20.43,1000000,20430000,-20430000,Other liabilities
1938-12-31,Equity,Capital,,,14.82,1000000,14820000,-14820000,Capital
1938-12-31,Equity,Reserve,,,20.61,1000000,20610000,-20610000,Capital
1938-12-31,Assets,Advances,,,130.78,1000000,130780000,130780000,Advances
1938-12-31,Assets,Investments,,,189.37,1000000,189370000,189370000,Investments
1938-12-31,Assets,Liquid Assets,,,80.05,1000000,80050000,80050000,Liquid Assets
1938-12-31,Assets,Property,,,4.72,1000000,4720000,4720000,Property
1939-12-31,Liabilities,Deposits,,,331.06,1000000,331060000,-331060000,Deposits
1939-12-31,Liabilities,Notes,,,26.24,1000000,26240000,-26240000,Notes
1939-12-31,Liabilities,Other liabilities,,,18.24,1000000,18240000,-18240000,Other liabilities
1939-12-31,Equity,Capital,,,15.29,1000000,15290000,-15290000,Capital
1939-12-31,Equity,Reserve,,,20.61,1000000,20610000,-20610000,Capital
1939-12-31,Assets,Advances,,,130.73,1000000,130730000,130730000,Advances
